word	lang	translation	tags	form_of	etymology	pos	vform	case	gender	number	other
сахар	ru	гудло	м.			NOUN			m		
сборка	ru	брында	ж.			NOUN			f		
свадебный	ru	бьявитко	прил.			ADJ					
свадьба	ru	бьяв	м.			NOUN			m		
сверху	ru	опрэ, упрал	нар.			ADVB					
сверху (откуда?)	ru	упрэстыр	нар.			ADVB					
свет, вселенная	ru	свэто	м.			NOUN			m		
светится	ru	хачёл, хачёла	гл. неп.			VERB	INTR				
свеча	ru	момэлы	ж.			NOUN			f		
сводит	ru	злыджял	гл. пер.			VERB	TRAN				
свой	ru	пэскиро, пэскро				ADJ					
связанный	ru	пхандло	прич.			PRTCP					
святой	ru	свэнто	прил.			ADJ					
сгибает	ru	банькирэла, бандякирэла	гл. пер.			VERB	TRAN				
сгибается	ru	збандёла	гл. неп.			VERB	INTR				
сгорел (он), сгорела (она)	ru	схачия, хачия				VERB					
сделает	ru	скэрэла	гл. пер.			VERB	TRAN				
сделалось	ru	кэрдяпэ				VERB					
сделанный	ru	кэрдо	прич.			PRTCP					
себя	ru	пэс				PRON					
севши	ru	бэшы	деепр.			GRND					
сегодня	ru	ададывэс, дадывэс	нар.			ADVB					
седло	ru	дзэн, зэн	ж.			NOUN			f		
седьмой	ru	седьмо, эфтато, битринэнгиро дэшто	числ.			NUMR					
сейчас	ru	кана, акана	нар.			ADVB					
село	ru	гав	м.			VERB			m		
сельский	ru	гавитко	прил.			ADJ					
семнадцатый	ru	битринэнгиро бишто	числ.			NUMR					
семнадцать	ru	дэшуфта, дэшуэфта, битринэнгиро биш	числ.			NUMR					
семь	ru	эфта, фта	числ.			NUMR					
семьдесят	ru	эфта дэша	числ.			NUMR					
семьсот	ru	эфташэл	числ.			NUMR					
семья	ru	семья	ж.			NOUN			f		
сено	ru	кхас	м.			NOUN			m		
сердечко	ru	илоро	м.			NOUN			m		
сердечный	ru	илытко, илэскиро				ADJ					
сердито	ru	холямэс	нар.			ADVB					
сердится	ru	холясола	гл. неп.			VERB	INTR				
сердитый	ru	холямо	прил.			ADJ					
сердце	ru	ило, йило	м.			NOUN			m		
серебряный	ru	рупуво	прил.			ADJ					
серый (о коне)	ru	сыво	прил.			ADJ					
серьги	ru	ченя				NOUN					
сестра	ru	пхэн	ж.			NOUN			f		
сестричка	ru	пхэнори	ж.			NOUN			f		
сечет	ru	чингрэл, чингирэл	гл. пер.			VERB	TRAN				
сжигает	ru	хачкирэла, хачкирла	гл. пер.			VERB	TRAN				
сзади	ru	палал	нар.			ADVB					
сивый	ru	сыво	прил.			ADJ					
сидит	ru	бэшэл, бэшэла	гл. неп.			VERB	INTR				
сидя	ru	бэшындуй	деепр.			GRND					
сидящий	ru	бэшло, бэшто	прич.			PRTCP					
сила	ru	зор	ж.			NOUN			f		
сильнее	ru	зоралыдыр	сравн.			COMP					
сильно	ru	зоралэс	нар.			ADVB					
сильный	ru	зорало	прил.			ADJ					
скажи	ru	пхэн	повел.			VERB	IMPER				
сказав	ru	пхэни	деепр.			GRND					
скакун	ru	гэнчто	м.			NOUN			m		
сквозь	ru	пиро, пирэ, пир	предл. с местн.			PREP					с местн.
складка	ru	брында	ж.			NOUN			f		
складывает	ru	счивэла, счювэла	гл. пер.			VERB	TRAN				
сколько	ru	кицы	мест.			PRON					
скупец	ru	скэмпари	м.			NOUN			m		
скупой	ru	скэмпо	прил.			ADJ					
слава (плохая)	ru	славица	ж.			NOUN			f		
славный	ru	славутно	прил.			ADJ					
сладенький	ru	гудлоро	прил.			ADJ					
сладкий	ru	гудло	прил.			ADJ					
сладко	ru	гудлэс	нар.			ADVB					
слеза	ru	ясвин	ж.			NOUN			f		
слепо	ru	корорэс	нар.			ADVB					
слепой	ru	короро	прил.			ADJ					
слово	ru	лав	м.			NOUN			m		
словцо	ru	лаворо				NOUN					
сложенный	ru	счидо, счюдо	прич.			PRTCP					
сломан	ru	пхагирдо	прич.			PRTCP					
слон	ru	слоно	м.			NOUN			m		
случилось	ru	кэрдяпэ				VERB					
слушает, слышит	ru	шунэл, шунэла	гл. пер.			VERB	TRAN				
слышат	ru	шунэн, шунэна				VERB					
слышен	ru	шундло	прич.			PRTCP					
слышна	ru	шундлы				ADJ					
смалец	ru	чикэн	м.			NOUN			m		
смеётся	ru	сал, сала, салпэ	гл. неп.			VERB	INTR				
смех	ru	сабэ, сабэн	м.			NOUN			m		
смешной	ru	сабнытко	прил.			ADJ					
смеялся (он), смеялась (она)	ru	сандя, сандяпэ				VERB					
смотри	ru	дыкх	повел.			VERB	IMPER				
смотрится, выглядит	ru	выдыкхёла	гл. неп.			VERB	INTR				
снег	ru	ив, йив	м.			NOUN			m		
снежок	ru	иворо	м.			NOUN			m		
снизу	ru	тэлал	нар.			ADVB					
сняв	ru	злыи	деепр.			GRND					
собака	ru	джюкэл	м.			NOUN			m		
собирает	ru	скэдэла	гл. пер.			VERB	TRAN				
собирается	ru	скэдэлпэ	гл. неп.			VERB	INTR				
собрал[а] (ты)	ru	скэдыян				VERB					
собрался он, собралась она	ru	скэдыяпэ				VERB					
совсем	ru	сарэса	нар.			ADVB					
согласен	ru	согласно	прил.			ADJ					
согнувшийся	ru	збандимэ	прич.			PRTCP					
согнувшись	ru	збандёви, збандии	деепр.			GRND					
солдат	ru	халадо	м.			NOUN			m		
солнце	ru	кхам	м.			NOUN			m		
солнышко	ru	кхаморо				NOUN					
соловей	ru	соловьё	м.			NOUN			m		
соль	ru	лон, лонд	м.			NOUN			m		
сон	ru	суно	м.			NOUN			m		
сонный	ru	сумо	прич. и прил.			PRTCP;ADJ					
сорван	ru	счингирдо	прич.			PRTCP					
сорок	ru	саранда, штардэша	числ.			NUMR					
сорок пятый	ru	саранда панджьто	числ.			NUMR					
сосенка	ru	сосница, сосныца				NOUN					
сосна	ru	сосна	ж.			NOUN			f		
состарится	ru	пхурьёла				VERB					
сотенный	ru	шэлэнгиро				NOUN					
сотый	ru	шэлто	числ.			NUMR					
спавши	ru	суви	деепр.			GRND					
спереди	ru	англал	нар.			ADVB					
специально	ru	пофроми, о пофроми	нар.			ADVB					
спи	ru	сов	повел.			VERB	IMPER				
спина	ru	думо	м.			NOUN			m		
спит	ru	совэл, совэла	гл. неп.			VERB	INTR				
спрашивает	ru	пучела	гл. пер.			VERB	TRAN				
спрятан	ru	гарадо	прич.			PRTCP					
спустя неделю	ru	змэки курко				unknown					
спящая	ru	суты				PRTCP					
спящий	ru	суто	прич. и прил.			PRTCP;ADJ					
сразу	ru	екхатыр	нар.			ADVB					
среди	ru	машкар, машкир	нар. и предл. с местн.			ADVB;PREP					с местн.
срезан	ru	счингирдо	прич.			PRTCP					
ставит	ru	тховэл, тховэла	гл. пер.			VERB	TRAN				
становится (кем, каким)	ru	ачела, ячела, кэрэлпэ, кэрэлапэ	гл. неп.			VERB	INTR				
старая цыганка	ru	пхуромны	ж.			unknown			f		
старость	ru	пхурипэн	м.			NOUN			m		
старше	ru	пхурыдыр	сравн.			COMP					
старый	ru	о человеке - пхуро, о вещи - пурано	прил.			ADJ					
старый цыган	ru	пхурором, пхуром	м.			unknown			m		
стена	ru	ванта, стяна	ж.			NOUN			f		
степь	ru	мал	ж.			NOUN			f		
сто	ru	шэл	м.			NOUN			m		
стоит	ru	тэрдёла	гл. неп.			VERB	INTR				
стол	ru	скаминд	м.			NOUN			m		
столица	ru	баро форо	м.			NOUN			m		
столько	ru	дакицы				ADVB					
сторона	ru	риг	ж.			NOUN			f		
стоя	ru	тэрдыи, тэрдындуй	деепр.			GRND					
стоящий	ru	тэрдо	прич.			PRTCP					
страх	ru	дар, страх	ж.			ADVB			f		
страшно	ru	даранэс	нар.			ADVB					
строгий	ru	строго	прил.			ADJ					
стучит	ru	марэл, марэла	гл. пер.			VERB	TRAN				
стыд	ru	ладж, ладжь	ж.			NOUN			f		
стыдится	ru	ладжял	гл. неп.			VERB	INTR				
стыдливо	ru	ладжянэс	нар.			ADVB					
суд	ru	сэндо	м.			NOUN			m		
судейский	ru	сэндоскиро				ADJ					
судьба	ru	судьба	ж.			NOUN			f		
сундук	ru	тыкнори	ж.			NOUN			f		
суп	ru	зуми	ж.			NOUN			f		
сушит	ru	шутькирэл	гл. пер.			VERB	TRAN				
счастливы	ru	бахталэ				ADJ					
счастливый	ru	бахтало	прил.			ADJ					
счастье	ru	бахт, доля	ж.			NOUN			f		
считает	ru	гинэл	гл. пер.			VERB	TRAN				
считанный	ru	гиндло	прич.			PRTCP					
сын	ru	чяво	м.			NOUN			m		
сынок	ru	чяворо	м.			NOUN			m		
сытый	ru	чяло	прил.			ADJ					
сюда	ru	адарик	нар.			ADVB					
табор	ru	таборо	м.			NOUN			m		
табун	ru	табуно	м.			NOUN			m		
так, таким образом	ru	адякэ, дякэ	нар.			ADVB					
такой	ru	адасаво, дасаво, дасо	мест.			PRON					
там	ru	дой, одой	мест.			PRON					
танец	ru	кхэлыбэн	м.			NOUN			m		
танцевальное движение, па	ru	примеро, прымеро	м.			unknown			m		
танцевальный	ru	кхэлыбнытко	прил.			ADJ					
танцует	ru	кхэлэл, кхэлэла, кхэлла	гл. пер./неп.			VERB	TRAN;INTR				
танцующий	ru	кхэлыбнытко	прил.			ADJ					
таращит (глаза)	ru	пуравэла	гл. пер.			VERB	TRAN				
твой	ru	тыро, тро	мест.			PRON					
творог	ru	кирал	м.			NOUN			m		
тебе	ru	тукэ				PRON					
телега	ru	вурдон урдо, вурдэн	м.			NOUN			m		
тело	ru	трупо	м.			NOUN			m		
теперь	ru	акана, акакана, кана	нар.			ADVB					
тепло	ru	татыпэ, татытэн	м.			ADVB			m		
теплый	ru	тато	прил.			ADJ					
теряет	ru	нашавэл, нашавэла	гл. пер.			VERB	TRAN				
тетушкин	ru	бибьякиро				ADJ					
тетя	ru	биби	ж.			NOUN			f		
теща	ru	сасуй	ж.			NOUN			f		
тихо	ru	тихэс	нар.			ADVB					
то, другое	ru	одо-вавир				CONJ					
только	ru	токо, только	част.			PRCL					
тонкий	ru	сано, саноро	прил.			ADJ					
топор	ru	товэр	м.			NOUN			m		
торгует	ru	таргинэла	гл. неп.			VERB	INTR				
тот	ru	одова	мест.			PRON					
трава	ru	чяр	ж.			NOUN			f		
травка	ru	чярори	ж.			NOUN			f		
требуется	ru	трэби	нар.			ADVB					
трет	ru	кхосэла	гл. пер.			VERB	TRAN				
третий	ru	трито	числ.			NUMR					
трехсотый	ru	триншэлто	числ.			NUMR					
три	ru	трин	числ.			NUMR					
тридцать третий	ru	триянда трито	числ.			NUMR					
тридцать шестой	ru	трианда шовто	числ.			NUMR					
тринадцатый	ru	дэшутрито	числ.			NUMR					
тринадцать	ru	дэшутрин	числ.			NUMR					
триста	ru	триншэл	числ.			NUMR					
трое	ru	сарэтрин				NUMR					
тройка	ru	тройка	ж.			NOUN			f		
труднее	ru	пхарыдыр	сравн.			COMP					
трудно	ru	пхарэс	нар.			ADVB					
туда	ru	одорик	нар.			ADVB					
тут	ru	адай	нар.			ADVB					
туфелька	ru	трэвичкица, тривичка, трэвичка	ж.			NOUN			f		
туфля	ru	трэвика	ж.			NOUN			f		
туча	ru	тучя	ж.			NOUN			f		
ты	ru	ту	мест.			PRON					
тысяча	ru	бар	м.			NOUN			m		
тяжелее	ru	пхарэдыр	сравн.			COMP					
